[07Aug2025 00:00:02.254] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for Lea_Matt with unique ID 17f7e57c-8674-4568-ba54-c76219432396
[07Aug2025 00:12:19.244] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:12:20.591] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:12:21.090] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:12:31.092] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:12:31.191] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:12:35.542] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:12:35.593] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:12:45.898] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for Lea_Matt with unique ID 17fe6b07-4f21-46ab-bea1-3db272f1cb88
[07Aug2025 00:12:45.900] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Your backpack has been placed at X: 87 Y: 69 Z: -892
[07Aug2025 00:12:45.900] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Lea_Matt was slain by Termite Tunneler Soldier
[07Aug2025 00:12:45.908] [Server thread/INFO] [tombstone/]: The player Lea_Matt has successfully been saved
[07Aug2025 00:12:47.441] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:12:47.540] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:12:47.640] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:12:48.948] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Lea_Matt lost connection: You logged in from another location
[07Aug2025 00:12:48.948] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Lea_Matt left the game
[07Aug2025 00:12:48.965] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: Lea_Matt[/127.146.57.29:35019] logged in with entity id 204165 at (87.98961922344878, 69.0, -892.3446010226166)
[07Aug2025 00:12:48.968] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Lea_Matt joined the game
[07Aug2025 00:12:51.642] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:12:53.461] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> oof
[07Aug2025 00:12:55.650] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> que lagaoz
[07Aug2025 00:12:58.340] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.server.PlayerAdvancements@468c288c
[07Aug2025 00:13:08.352] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:13:08.604] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:13:09.556] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:13:09.961] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:13:16.025] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [KevinCrax: Teleported Lea_Matt to KevinCrax]
[07Aug2025 00:13:20.742] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:13:29.308] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> ok
[07Aug2025 00:13:30.375] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> sigmaos
[07Aug2025 00:13:35.591] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:13:35.742] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:13:40.996] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:13:41.942] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:13:44.642] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:13:45.145] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:13:45.293] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:13:45.793] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:14:04.291] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:14:06.890] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:07.993] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:10.641] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:14:12.044] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:17.240] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:14:17.440] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:14:22.024] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [KevinCrax: Applied effect Night Vision to 2 targets]
[07Aug2025 00:14:25.443] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:14:28.095] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:14:28.892] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:14:36.691] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:14:37.290] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:37.542] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:14:38.093] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:14:39.243] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:14:39.391] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:14:40.843] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:43.141] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:44.891] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:44.891] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:14:46.044] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:46.044] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:14:46.941] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:47.097] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:14:50.494] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:53.043] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:54.393] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:14:56.945] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:57.146] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:14:57.596] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:14:57.796] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:14:58.343] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:14:59.497] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:04.994] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:05.441] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:06.944] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:09.846] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:09.943] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:15:11.993] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:13.544] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:14.645] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:15:16.795] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:19.051] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:15:19.451] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:23.647] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:15:24.297] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:26.098] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:15:27.998] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:28.144] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:28.344] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:15:30.245] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:15:31.393] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:15:32.693] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:34.248] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:35.096] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:15:37.444] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:15:39.145] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:42.444] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:15:42.445] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:43.394] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:43.796] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:44.692] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:15:45.203] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> para aca es
[07Aug2025 00:15:45.694] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:15:46.245] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:15:46.247] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:46.445] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:47.995] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:49.096] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:15:49.342] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:50.144] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:50.245] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:15:50.246] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:15:51.249] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:52.546] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:53.144] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:53.250] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:15:54.019] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:15:54.019] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:55.094] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:15:57.246] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:15:57.748] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:15:59.094] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:15:59.097] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:16:00.384] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> un boss creo
[07Aug2025 00:16:00.394] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:16:00.396] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:02.955] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for Lea_Matt with unique ID 4ff89534-2819-4206-b6d9-41799dfd5069
[07Aug2025 00:16:02.955] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Your backpack has been placed at X: 130 Y: 46 Z: -930
[07Aug2025 00:16:02.956] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Lea_Matt was slain by Scorpioid Bloodluster
[07Aug2025 00:16:02.960] [Server thread/INFO] [tombstone/]: The player Lea_Matt has successfully been saved
[07Aug2025 00:16:03.694] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:16:06.703] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:16:06.914] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:16:06.967] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:10.207] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:16:11.301] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:15.349] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:16:16.699] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:16:18.347] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:18.746] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:16:21.644] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:16:21.694] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:23.190] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:16:23.542] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:24.043] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:25.244] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:27.042] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:27.094] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:16:28.208] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:32.790] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:16:32.792] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:16:33.853] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:37.392] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:16:37.496] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:16:39.542] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:16:41.246] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:16:45.196] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:16:45.294] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:16:45.443] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:16:46.402] [Server thread/WARN] [cgm/]: literal{KevinCrax}(59c9e25f-7c7f-386b-aa38-a9952379eda5) tried to fire before cooldown finished or server is lagging? Remaining milliseconds: 108
[07Aug2025 00:16:47.440] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:16:47.793] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:16:50.044] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:51.593] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:16:56.841] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:16:57.592] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:16:58.140] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:16:59.641] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:17:00.641] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:17:00.642] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:17:00.691] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:17:01.192] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:03.440] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:03.441] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:17:03.891] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:17:05.092] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:08.940] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:17:09.639] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:10.692] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:17:10.741] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
